Datetime,Open,High,Low,Close,Volume
2026-01-05 16:30:00,100.18990925328188,100.34019411716181,100.00234487760555,100.15257373821287,1028
2026-01-05 16:45:00,100.15257373821287,100.3028025988202,99.9672516234744,100.11742776512207,1014
2026-01-05 17:00:00,100.11742776512207,100.26760390676976,99.93505522937798,100.0851830038838,1005
2026-01-05 17:15:00,100.0851830038838,100.23531077838963,99.9064210931538,100.05650585193169,1000
2026-01-05 17:30:00,100.05650585193169,100.2065906107096,99.88195902479663,100.03200703534965,1000
2026-01-05 17:45:00,100.03200703534965,100.18205504590269,99.86221373057761,100.01223207869565,1006
2026-01-05 18:00:00,100.01223207869565,100.1622504268137,99.84765631308501,99.99765279227341,1016
2026-01-05 18:15:00,99.99765279227341,100.14764927146183,99.83867691982597,99.9886599096905,1031
2026-01-05 18:30:00,99.9886599096905,100.13864289955504,99.83557865510498,99.98555699059087,1051
2026-01-05 18:45:00,99.98555699059087,100.13853851723391,99.83557865510498,99.98855568370834,1075
2026-01-05 19:00:00,99.98855568370834,100.14776908279505,99.83857285018279,99.99777242415881,1104
2026-01-05 19:15:00,99.99777242415881,100.16324645643397,99.84777576552258,100.0132266165092,1137
2026-01-05 19:30:00,100.0132266165092,100.18489259247372,99.86320677658445,100.03484033197574,1173
2026-01-05 19:45:00,100.03484033197574,100.21253318376326,99.88478807147779,100.06243952447653,1212
2026-01-05 20:00:00,100.06243952447653,100.24590038168226,99.91234586518982,100.09575674656242,1254
2026-01-05 20:15:00,100.09575674656242,100.28463697582933,99.94561311144258,100.13443532284505,1299
2026-01-05 20:30:00,100.13443532284505,100.32830196817063,99.98423366986079,100.17803491579693,1346
2026-01-05 20:45:00,100.17803491579693,100.37637745466704,100.02776786342324,100.22603839707142,1394
2026-01-05 21:00:00,100.22603839707142,100.42827670699312,100.07569933947582,100.27785991711744,1443
2026-01-05 21:15:00,100.27785991711744,100.48335332823663,100.12744312724176,100.33285404716588,1493
2026-01-05 21:30:00,100.33285404716588,100.54091133970604,100.18235476609514,100.39032585092964,1543
2026-01-05 21:45:00,100.39032585092964,100.60021604144525,100.23974036215326,100.44954172885197,1593
2026-01-05 22:00:00,100.44954172885197,100.66050547698076,100.2988674162587,100.50974086568223,1641
2026-01-05 22:15:00,100.50974086568223,100.72100232339747,100.35897625438372,100.57014710274335,1688
2026-01-05 22:30:00,100.57014710274335,100.78092602120289,100.41929188208924,100.62998104962844,1734
2026-01-05 22:45:00,100.62998104962844,100.83950495469688,100.47903607805401,100.68847224632738,1777
2026-01-05 23:00:00,100.68847224632738,100.8959884927766,100.5374395379579,100.7448711859976,1817
2026-01-05 23:15:00,100.7448711859976,100.94965870228391,100.59375387921861,100.79846101076775,1854
2026-01-05 23:30:00,100.79846101076775,100.99984155111201,100.6472633192516,100.84856869806491,1887
2026-01-05 23:45:00,100.84856869806491,101.0459174262512,100.69729584501782,100.89457556290682,1917
2026-01-06 00:00:00,100.89457556290682,101.08733080264248,100.74323369956247,100.93592691227407,1942
2026-01-06 00:15:00,100.93592691227407,101.12359891196049,100.78452302190567,100.97214070090912,1963
2026-01-06 00:30:00,100.97214070090912,101.15431927605161,100.82068248985776,101.0028150534714,1980
2026-01-06 00:45:00,101.0028150534714,101.17917598747106,100.8513108308912,101.02763453566754,1991
2026-01-06 01:00:00,101.02763453566754,101.19794463911278,100.87609308386405,101.04637507649802,1998
2026-01-06 01:15:00,101.04637507649802,101.21049582600739,100.89480551388328,101.05890746481016,1999
2026-01-06 01:30:00,101.05890746481016,101.21679716464337,100.90731910361295,101.06519936559496,1996
2026-01-06 01:45:00,101.06519936559496,101.21691379830096,100.91360156654657,101.06531582456411,1988
2026-01-06 02:00:00,101.06531582456411,101.21691379830096,100.9078291257537,101.05941825313339,1975
2026-01-06 02:15:00,101.05941825313339,101.2110073805131,100.89619026678707,101.04776190965154,1957
2026-01-06 02:30:00,101.04776190965154,101.19933355251602,100.87914587830484,101.03069191617911,1934
2026-01-06 02:45:00,101.03069191617911,101.18223795405338,100.8571249161646,101.00863787297405,1907
2026-01-06 03:00:00,101.00863787297405,101.16015082978352,100.83063399399134,100.98210715472342,1876
2026-01-06 03:15:00,100.98210715472342,101.13358031545552,100.80024947764154,100.95167699313123,1842
2026-01-06 03:30:00,100.95167699313123,101.10310450862093,100.7666084912064,100.91798546941051,1804
2026-01-06 03:45:00,100.91798546941051,101.06936244761464,100.73039897490371,100.88172155723956,1763
2026-01-06 04:00:00,100.88172155723956,101.03304413957542,100.69234895000072,100.84361437155805,1719
2026-01-06 04:15:00,100.84361437155805,100.99487979311539,100.65321515828586,100.80442179097231,1673
2026-01-06 04:30:00,100.80442179097231,100.95562842365878,100.61377125336621,100.76491863131318,1625
2026-01-06 04:45:00,100.76491863131318,100.91606600926015,100.57479572806166,100.725884554894,1576
2026-01-06 05:00:00,100.725884554894,100.87697338172634,100.53705976628484,100.68809190414105,1526
2026-01-06 05:15:00,100.68809190414105,100.83912404199727,100.50131520897416,100.65229364944832,1476
2026-01-06 05:30:00,100.65229364944832,100.8032720899225,100.46828282186726,100.61921163932625,1427
2026-01-06 05:45:00,100.61921163932625,100.77014045678524,100.43864104819306,100.58952533619735,1378
2026-01-06 06:00:00,100.58952533619735,100.74040962420166,100.41301542179173,100.56386121361214,1330
2026-01-06 06:15:00,100.56386121361214,100.71470700543257,100.39196880586852,100.54278298033901,1284
2026-01-06 06:30:00,100.54278298033901,100.69359715480952,100.37599260970164,100.52678278387745,1240
2026-01-06 06:45:00,100.52678278387745,100.67757295805328,100.36549912036487,100.51627353066085,1198
2026-01-06 07:00:00,100.51627353066085,100.66704794095685,100.3608150691257,100.51158244278989,1160
2026-01-06 07:15:00,100.51158244278989,100.66371537076856,100.3608150691257,100.51294595184079,1125
2026-01-06 07:30:00,100.51294595184079,100.67128676844408,100.36217653291304,100.52050600942992,1094
2026-01-06 07:45:00,100.52050600942992,100.6851093339144,100.36972525041578,100.53430787210623,1067
2026-01-06 08:00:00,100.53430787210623,100.70513084423044,100.38350641029807,100.55429939513773,1044
2026-01-06 08:15:00,100.55429939513773,100.73120234398239,100.40346794604503,100.58033184621307,1026
2026-01-06 08:30:00,100.58033184621307,100.76308046969848,100.42946134844375,100.61216222635893,1012
2026-01-06 08:45:00,100.61216222635893,100.80043124745099,100.4612439830194,100.6494570618582,1003
2026-01-06 09:00:00,100.6494570618582,100.8428353044075,100.49848287626541,100.6917976079955,1000
2026-01-06 09:15:00,100.6917976079955,100.88979441300373,100.5407599115835,100.73868638342857,1001
2026-01-06 09:30:00,100.73868638342857,100.94073926561808,100.58757835385343,100.78955493321824,1007
2026-01-06 09:45:00,100.78955493321824,100.99503835842653,100.63837060081842,100.84377269937745,1018
2026-01-06 10:00:00,100.84377269937745,101.05200784580879,100.6925070403284,100.90065686051801,1034
2026-01-06 10:15:00,100.90065686051801,101.11092221153031,100.74930587522724,100.95948298704973,1055
2026-01-06 10:30:00,100.95948298704973,101.17102559018055,100.80804376256916,101.01949634566205,1080
2026-01-06 10:45:00,101.01949634566205,101.23154356219987,100.86796710114356,101.07992367668484,1109
2026-01-06 11:00:00,101.07992367668484,101.29169523843785,100.92830379116982,101.13998526054702,1142
2026-01-06 11:15:00,101.13998526054702,101.35070544566715,100.9882752826562,101.19890708503958,1179
2026-01-06 11:30:00,101.19890708503958,101.40781682290255,101.04710872441203,101.25593292351726,1219
2026-01-06 11:45:00,101.25593292351726,101.46230163976585,101.104049024132,101.31033613556251,1262
2026-01-06 12:00:00,101.31033613556251,101.51347315247492,101.15837063135918,101.36143100596595,1307
2026-01-06 12:15:00,101.36143100596595,101.56069632025083,101.20938885945701,101.4085834450832,1354
2026-01-06 12:30:00,101.4085834450832,101.60339771491674,101.25647056991558,101.45122088359135,1402
2026-01-06 12:45:00,101.45122088359135,101.64107446905292,101.29904405226597,101.48884120724206,1452
2026-01-06 13:00:00,101.48884120724206,101.6733021230745,101.3366079454312,101.52102059218622,1502
2026-01-06 13:15:00,101.52102059218622,101.69974124878141,101.36873906129794,101.5474201186035,1552
2026-01-06 13:30:00,101.5474201186035,101.72014274602192,101.3950989884256,101.56779105943276,1601
2026-01-06 13:45:00,101.56779105943276,101.73435172981719,101.41543937284362,101.58197876167468,1649
2026-01-06 14:00:00,101.58197876167468,101.74230994728953,101.42960579353218,101.58992505969997,1696
2026-01-06 14:15:00,101.58992505969997,101.74405668667913,101.43754017211042,101.59166918290477,1741
2026-01-06 14:30:00,101.59166918290477,101.74405668667913,101.43496612283346,101.58734714354878,1784
2026-01-06 14:45:00,101.58734714354878,101.73972816426411,101.42482382990825,101.57718961432974,1823
2026-01-06 15:00:00,101.57718961432974,101.72955539875124,101.40917605131962,101.56151832881284,1860
2026-01-06 15:15:00,101.56151832881284,101.71386060630606,101.38842994929492,101.54074106088625,1893
2026-01-06 15:30:00,101.54074106088625,101.69305217247758,101.36307224369351,101.51534526158588,1921
2026-01-06 15:45:00,101.51534526158588,101.66761827947826,101.33366161690608,101.48589045258495,1946
2026-01-06 16:00:00,101.48589045258495,101.63811928826384,101.30081999580311,101.45299949504567,1966
2026-01-06 16:15:00,101.45299949504567,101.60517899428825,101.26522284677364,101.41734887007875,1982
2026-01-06 16:30:00,101.41734887007875,101.56947489338388,101.22758863529852,101.37965812248224,1993
2026-01-06 16:45:00,101.37965812248224,101.53172760966596,101.18866761453667,101.34067863248539,1998
2026-01-06 17:00:00,101.34067863248539,101.49268965043413,101.14923011787556,101.30118189071162,1999
2026-01-06 17:15:00,101.30118189071162,101.45313366354769,101.11005453813638,101.26194745932537,1995
2026-01-06 17:30:00,101.26194745932537,101.41384038051436,101.07191518101436,101.22375080722519,1986
2026-01-06 17:45:00,101.22375080722519,101.37558643343603,101.03557018229725,101.18735120911091,1972
2026-01-06 18:00:00,101.18735120911091,101.33913223592458,101.00174967741016,101.15347989725603,1953
2026-01-06 18:15:00,101.15347989725603,101.30521011710192,100.97114440789619,101.12282865087249,1930
2026-01-06 18:30:00,101.12282865087249,101.27451289384881,100.94439494262598,101.09603900112766,1902
2026-01-06 18:45:00,101.09603900112766,101.24768305962937,100.9220816819344,101.07369222026479,1871
2026-01-06 19:00:00,101.07369222026479,101.22530275859519,100.90471580066763,101.05630025104419,1836
2026-01-06 19:15:00,101.05630025104419,101.20788470142077,100.89273127147071,101.04429771804777,1797
2026-01-06 19:30:00,101.04429771804777,101.19586416462485,100.88647809278932,101.03803514550758,1755
2026-01-06 19:45:00,101.03803514550758,101.18959219822584,100.88621682726139,101.03777348749263,1711
2026-01-06 20:00:00,101.03777348749263,101.19524557589149,100.88621682726139,101.04368005580777,1665
2026-01-06 20:15:00,101.04368005580777,101.20740964801274,100.89211453572406,101.05582590914901,1617
2026-01-06 20:30:00,101.05582590914901,101.22579602137266,100.90424217028529,101.07418474425627,1568
2026-01-06 20:45:00,101.07418474425627,101.25028125632657,100.9225734671399,101.09863330636702,1518
2026-01-06 21:00:00,101.09863330636702,101.28064674253447,100.94698535640748,101.12895331256561,1468
2026-01-06 21:15:00,101.12895331256561,101.31658211030222,100.97725988259677,101.1648348580152,1418
2026-01-06 21:30:00,101.1648348580152,101.35769007379682,101.01308760572817,101.20588125191894,1370
2026-01-06 21:45:00,101.20588125191894,101.40349263055899,101.05407243004106,101.25161520774736,1322
2026-01-06 22:00:00,101.25161520774736,101.45343852057164,101.09973778493575,101.30148629113494,1276
2026-01-06 22:15:00,101.30148629113494,101.50691182848806,101.14953406169823,101.35487950922422,1233
2026-01-06 22:30:00,101.35487950922422,101.56324159478503,101.2028471899604,101.41112490742388,1192
2026-01-06 22:45:00,101.41112490742388,101.62171228586149,101.25900822006275,101.46950802382575,1154
2026-01-06 23:00:00,101.46950802382575,101.68157495970144,101.31730376179001,101.52928103814422,1120
2026-01-06 23:15:00,101.52928103814422,101.74205895286332,101.376987116587,101.58967444120151,1089
2026-01-06 23:30:00,101.58967444120151,101.80238390642529,101.43728992953972,101.649909042861,1063
2026-01-06 23:45:00,101.649909042861,101.86177194322543,101.49743417929672,101.70920813102889,1041
2026-01-07 00:00:00,101.70920813102889,101.91945980637442,101.55664431883235,101.76680959198643,1023
2026-01-07 00:15:00,101.76680959198643,101.97471076962414,101.61415937759845,101.82197780291975,1010
2026-01-07 00:30:00,101.82197780291975,102.02682613373439,101.66924483621537,101.87401511106778,1002
2026-01-07 00:45:00,101.87401511106778,102.07515612944076,101.72120408840118,101.92227272036021,1000
2026-01-07 01:00:00,101.92227272036021,102.1191100568868,101.76938931127968,101.9661608156633,1002
2026-01-07 01:15:00,101.9661608156633,102.15816550329765,101.8132115744398,102.00515776664767,1009
2026-01-07 01:30:00,102.00515776664767,102.19187649505655,101.8521500299977,102.03881826765506,1021
2026-01-07 01:45:00,102.03881826765506,102.21988045697424,101.88576004025359,102.06678028654441,1037
2026-01-07 02:00:00,102.06678028654441,102.24190387015325,101.9136801161146,102.08877071408212,1059
2026-01-07 02:15:00,102.08877071408212,102.25776654015897,101.935637558011,102.10460962572039,1085
2026-01-07 02:30:00,102.10460962572039,102.26738440889353,101.95145271128182,102.11421308925964,1115
2026-01-07 02:45:00,102.11421308925964,102.27077086629423,101.96104176962575,102.11759447458235,1148
2026-01-07 03:00:00,102.11759447458235,102.27077086629423,101.961691948653,102.11486424502053,1186
2026-01-07 03:15:00,102.11486424502053,102.26803654138807,101.95306889126196,102.10622823361237,1226
2026-01-07 03:30:00,102.10622823361237,102.25938757596279,101.93884645449992,102.09198443114664,1269
2026-01-07 03:45:00,102.09198443114664,102.24512240779337,101.91940955861166,102.07251833611583,1315
2026-01-07 04:00:00,102.07251833611583,102.22562711362,101.89522449373268,102.0482969391414,1362
2026-01-07 04:15:00,102.0482969391414,102.20136938455012,101.86683164358749,102.01986143574109,1411
2026-01-07 04:30:00,102.01986143574109,102.17289122789471,101.83483705298227,101.98781878115399,1460
2026-01-07 04:45:00,101.98781878115399,102.14080050932573,101.7999029706786,101.9528322190071,1510
2026-01-07 05:00:00,101.9528322190071,102.10576146733563,101.76273751522278,101.91561093162021,1560
2026-01-07 05:15:00,101.91561093162021,102.06848434801765,101.72408362499284,101.87689897345302,1609
2026-01-07 05:30:00,101.87689897345302,102.0297143219132,101.68470746489369,101.83746366038426,1657
2026-01-07 05:45:00,101.83746366038426,101.99021985587484,101.6453864706099,101.7980835960039,1704
2026-01-07 06:00:00,101.7980835960039,101.95078072139792,101.60689721698209,101.75953652176473,1748
2026-01-07 06:15:00,101.75953652176473,101.91217582654738,101.57000329981595,101.72258718058683,1791
2026-01-07 06:30:00,101.72258718058683,101.87517106135772,101.53544342022538,101.68797538330033,1830
2026-01-07 06:45:00,101.68797538330033,101.84050734637528,101.5039198574485,101.6564044641447,1865
2026-01-07 07:00:00,101.6564044641447,101.80888907084092,101.47608751001505,101.62853030547325,1898
2026-01-07 07:15:00,101.62853030547325,101.78097310093146,101.45254367627399,101.60495110292838,1926
2026-01-07 07:30:00,101.60495110292838,101.75735852958277,101.43381873375236,101.58619803079856,1950
2026-01-07 07:45:00,101.58619803079856,101.73857732784477,101.42036786279148,101.5727269532213,1969
2026-01-07 08:00:00,101.5727269532213,101.72508604365115,101.4125639436099,101.56491131057575,1984
2026-01-07 08:15:00,101.56491131057575,101.71725867754162,101.41069173763229,101.5630362920704,1994
2026-01-07 08:30:00,101.5630362920704,101.71964532703915,101.41069173763229,101.56729438546095,1999
2026-01-07 08:45:00,101.56729438546095,101.73014904690334,101.41494344388276,101.57778237334331,1999
2026-01-07 09:00:00,101.57778237334331,101.74689157262775,101.4254156997833,101.5944998228934,1994
2026-01-07 09:15:00,101.5944998228934,101.76977511626026,101.44210807315906,101.61734909262132,1984
2026-01-07 09:30:00,101.61734909262132,101.79860606131825,101.4649230689824,101.64613685603419,1969
2026-01-07 09:45:00,101.64613685603419,101.83309798410889,101.49366765075014,101.68057711843123,1950
2026-01-07 10:00:00,101.68057711843123,101.87287612327539,101.52805625275359,101.72029567975575,1926
2026-01-07 10:15:00,101.72029567975575,101.91748322782229,101.56771523623613,101.7648359738615,1897
2026-01-07 10:30:00,101.7648359738615,101.9663866923645,101.6121887199007,101.81366619307488,1865
2026-01-07 10:45:00,101.81366619307488,102.01898686825615,101.66094569378528,101.86618758687582,1829
2026-01-07 11:00:00,101.86618758687582,102.07462642090712,101.71338830549551,101.92174380519931,1790
2026-01-07 11:15:00,101.92174380519931,102.13260058726964,101.76886118949152,101.9796311405588,1748
2026-01-07 11:30:00,101.9796311405588,102.19216817342966,101.82666169384797,102.03910950916591,1704
2026-01-07 11:45:00,102.03910950916591,102.25256312069021,101.88605084490217,102.09941399969067,1657
2026-01-07 12:00:00,102.09941399969067,102.313006459661,101.94626487869114,102.15976680944682,1609
2026-01-07 12:15:00,102.15976680944682,102.37271846581531,102.00652715923266,102.21938938174269,1560
2026-01-07 12:30:00,102.21938938174269,102.43093082683048,102.06606029767008,102.27751455499798,1510
2026-01-07 12:45:00,102.27751455499798,102.4868986318446,102.12409828316548,102.33339853404352,1460
2026-01-07 13:00:00,102.33339853404352,102.53991199554147,102.17989843624247,102.38633249679627,1410
2026-01-07 13:15:00,102.38633249679627,102.58930713567351,102.23275299805108,102.43565365519072,1361
2026-01-07 13:30:00,102.43565365519072,102.63447673116173,102.28200017470795,102.48075559776507,1314
2026-01-07 13:45:00,102.48075559776507,102.67487939913799,102.32703446436842,102.52109775250922,1269
2026-01-07 14:00:00,102.52109775250922,102.71004814304372,102.36731610588046,102.55621382231026,1226
2026-01-07 14:15:00,102.55621382231026,102.73959763995491,102.40237950157679,102.58571906136285,1185
2026-01-07 14:30:00,102.58571906136285,102.7632302534174,102.43184048277081,102.6093162789989,1148
2026-01-07 14:45:00,102.6093162789989,102.7807406779644,102.45540230458042,102.62680047724852,1114
2026-01-07 15:00:00,102.62680047724852,102.79201914283954,102.47286027653266,102.63806204976488,1084
2026-01-07 15:15:00,102.63806204976488,102.79705312493273,102.48410495669025,102.64308849219444,1059
2026-01-07 15:30:00,102.64308849219444,102.79705312493273,102.4880016504073,102.64196459730324,1037
2026-01-07 15:45:00,102.64196459730324,102.7959275441992,102.48091882511648,102.6348711318142,1021
2026-01-07 16:00:00,102.6348711318142,102.78882343851193,102.4681488925795,102.6220820156029,1009
2026-01-07 16:15:00,102.6220820156029,102.7760151386263,102.4500541071985,102.6039600472694,1002
2026-01-07 16:30:00,102.6039600472694,102.75786598734031,102.42707981592339,102.58095124278756,1000
2026-01-07 16:45:00,102.58095124278756,102.73482266965175,102.39974750876155,102.5535778755749,1002
2026-01-07 17:00:00,102.5535778755749,102.70740824238827,102.36864668110066,102.52243032659054,1010
2026-01-07 17:15:00,102.52243032659054,102.67621397208043,102.33442563483042,102.48815787163788,1023
2026-01-07 17:30:00,102.48815787163788,102.64189010844534,102.29778136180832,102.45145854963276,1041
2026-01-07 17:45:00,102.45145854963276,102.60513573745722,102.25944866753487,102.41306826993977,1063
2026-01-07 18:00:00,102.41306826993977,102.56668787234469,102.22018870475944,102.37374932875257,1089
2026-01-07 18:15:00,102.37374932875257,102.5273099527457,102.18077709594628,102.33427851371685,1120
2026-01-07 18:30:00,102.33427851371685,102.48777993148744,102.1419918299454,102.29543498241902,1154
2026-01-07 18:45:00,102.29543498241902,102.44887813489265,102.10460112173655,102.25798810389239,1192
2026-01-07 19:00:00,102.25798810389239,102.41137508604824,102.06935142469175,102.22268545287105,1233
2026-01-07 19:15:00,102.22268545287105,102.37601948105036,102.03695578241972,102.19024114413592,1277
2026-01-07 19:30:00,102.19024114413592,102.34352650585214,102.00808270195915,102.16132468899264,1322
2026-01-07 19:45:00,102.16132468899264,102.31456667602613,101.98334572194973,102.13655054777138,1370
2026-01-07 20:00:00,102.13655054777138,102.28975537359304,101.9632938385669,102.11646854137896,1419
2026-01-07 20:15:00,102.11646854137896,102.26964324419104,101.9484029386204,102.10155527152769,1469
2026-01-07 20:30:00,102.10155527152769,102.25470760443498,101.93906837349947,102.09220668352475,1519
2026-01-07 20:45:00,102.09220668352475,102.24534499355005,101.93559878984671,102.08873188767822,1568
2026-01-07 21:00:00,102.08873188767822,102.24448535823782,101.93559878984671,102.09134833573421,1617
2026-01-07 21:15:00,102.09134833573421,102.25332869525631,101.93821131323061,102.10017842761489,1665
